month,day,neighborhood,crosswalk_wait_sec,litter_density_per_100m2,midnight_noise_db,atm_queue_length,vacant_storefronts_pct,dog_walk_freq_per_hr,graffiti_turnover_days,stress_index
Apr,23,Velachery,28.27,4.16,51.6,2.0,9.0,0.88,6,Med
Apr,23,Adyar,18.66,1.15,46.1,0.8,3.6,2.24,2,Low
Apr,23,Ambattur,58.76,8.76,59.8,4.1,22.5,0.2,31,High
Apr,23,Nungambakkam,21.1,1.76,45.3,1.3,5.5,1.91,4,Low
Apr,23,Perambur,43.21,5.93,56.1,2.3,15.2,0.52,15,Med
Apr,23,Mylapore,27.17,2.5,52.5,1.2,6.2,1.78,4,Low
Apr,23,Sholinganallur,30.24,3.93,51.6,2.5,10.0,0.8,9,Med
Apr,23,Tondiarpet,48.35,9.48,58.7,3.9,19.2,0.31,27,High
Apr,23,Anna Nagar,21.35,1.67,47.8,0.9,5.0,1.91,3,Low
Apr,23,Chromepet,31.86,5.41,55.3,2.7,13.3,0.65,11,Med
Apr,23,Kodambakkam,29.78,3.23,50.1,2.1,9.1,0.83,8,Med
Apr,24,Korattur,43.92,8.21,54.8,3.2,17.9,0.45,16,High
Apr,24,Velachery,26.74,3.78,49.0,2.0,8.4,1.05,5,Med
Apr,24,Adyar,19.08,1.34,47.1,0.8,3.8,2.53,2,Low
Apr,24,Ambattur,50.76,11.36,60.1,5.2,25.0,0.21,33,High
Apr,24,Nungambakkam,20.83,2.24,52.0,1.1,5.3,1.85,4,Low
Apr,24,Perambur,45.32,7.65,54.5,3.3,15.3,0.5,12,High
Apr,24,Mylapore,22.86,3.08,52.9,1.3,6.3,1.32,4,Low
Apr,24,Sholinganallur,30.1,3.71,52.0,1.9,9.8,0.78,9,Med
Apr,24,Tondiarpet,46.67,9.14,58.6,3.6,20.1,0.31,27,High
Apr,24,Anna Nagar,21.33,1.88,49.5,0.8,4.5,2.25,2,Low
Apr,24,Chromepet,39.09,5.62,57.3,2.4,12.3,0.64,10,Med
Apr,24,Kodambakkam,30.85,3.49,54.3,2.1,9.4,0.91,8,Med
Apr,25,Korattur,49.03,9.14,60.5,2.6,16.4,0.34,19,High
Apr,25,Velachery,29.43,3.49,50.6,1.7,9.3,0.87,6,Med
Apr,25,Adyar,15.7,1.45,49.0,0.9,3.6,2.4,2,Low
Apr,25,Ambattur,58.21,8.8,60.3,4.5,22.7,0.19,28,Med
Apr,25,Nungambakkam,20.71,2.24,47.0,1.1,6.0,1.92,4,Low
Apr,25,Perambur,38.25,6.53,55.7,2.9,14.2,0.65,15,Med
Apr,25,Mylapore,23.4,2.99,47.6,1.3,7.4,1.71,4,Low
Apr,25,Sholinganallur,34.2,4.29,50.4,1.9,9.9,0.87,8,Med
Apr,25,Tondiarpet,51.21,8.39,58.6,3.4,20.6,0.3,21,High
Apr,25,Anna Nagar,16.59,1.64,48.6,1.0,4.7,1.66,3,Low
Apr,25,Chromepet,30.56,4.31,57.3,2.5,12.4,0.71,12,Med
Apr,25,Kodambakkam,27.76,4.33,56.2,2.1,9.8,0.95,6,Med
Apr,26,Korattur,40.76,9.32,60.5,3.5,17.1,0.46,17,Med
Apr,26,Velachery,30.23,3.49,48.4,2.1,8.3,1.13,6,Med
Apr,26,Adyar,17.11,1.17,44.3,0.8,3.7,2.24,3,Low
Apr,26,Ambattur,58.13,10.19,61.8,4.8,23.0,0.21,32,High
Apr,26,Nungambakkam,22.44,2.11,51.7,1.2,5.6,1.77,3,Low
Apr,26,Perambur,35.35,6.04,58.1,3.4,14.0,0.52,11,Med
Apr,26,Mylapore,21.08,2.6,52.1,1.5,6.9,1.74,4,Low
Apr,26,Sholinganallur,36.14,3.6,52.9,2.0,10.6,0.86,9,Med
Apr,26,Tondiarpet,51.38,9.79,57.8,3.0,20.8,0.35,25,High
Apr,26,Anna Nagar,18.5,1.56,51.2,0.9,4.7,1.89,3,Low
Apr,26,Chromepet,36.23,4.44,54.0,2.4,13.9,0.63,12,Med
Apr,26,Kodambakkam,29.99,3.51,57.0,1.6,9.9,1.11,6,Med
Apr,27,Korattur,52.32,8.16,56.1,2.6,18.4,0.42,19,High
Apr,27,Velachery,30.25,3.48,53.2,1.6,8.5,0.9,6,Low
Apr,27,Adyar,17.47,1.37,44.5,0.8,4.1,2.04,3,Low
Apr,27,Ambattur,59.33,10.29,57.1,4.9,24.5,0.21,31,High
Apr,27,Nungambakkam,21.85,1.98,47.9,1.0,5.3,1.64,4,Low
Apr,27,Perambur,34.77,6.76,56.4,2.3,14.9,0.5,14,Med
Apr,27,Mylapore,27.54,2.33,51.3,1.5,6.6,1.66,4,Low
Apr,27,Sholinganallur,31.6,4.72,52.0,2.1,11.1,0.77,7,Med
Apr,27,Tondiarpet,41.67,9.47,59.8,4.0,19.2,0.26,21,High
Apr,27,Anna Nagar,20.22,1.94,50.1,1.1,5.2,1.83,3,Low
Apr,27,Chromepet,37.52,5.37,54.5,2.4,12.5,0.74,11,High
Apr,27,Kodambakkam,32.02,4.03,57.5,2.1,9.6,1.1,6,Med
Apr,28,Korattur,50.08,8.6,54.8,2.9,18.9,0.41,19,High
Apr,28,Velachery,24.78,4.04,54.5,1.8,9.2,1.16,5,Med
Apr,28,Adyar,15.58,1.23,46.4,0.8,3.8,2.4,2,Low
Apr,28,Ambattur,57.39,11.66,60.5,4.7,22.5,0.19,26,High
Apr,28,Nungambakkam,18.37,1.77,48.7,0.9,6.3,1.89,4,Low
Apr,28,Perambur,42.35,6.76,55.4,3.0,15.1,0.5,15,Med
Apr,28,Mylapore,25.03,3.18,48.5,1.2,7.3,1.7,4,Low
Apr,28,Sholinganallur,30.71,4.38,57.5,2.1,10.6,1.01,10,Med
Apr,28,Tondiarpet,49.77,9.22,60.4,3.5,21.1,0.31,27,High
Apr,28,Anna Nagar,19.31,1.67,48.8,0.8,4.6,1.8,2,Low
Apr,28,Chromepet,37.32,4.35,52.6,2.4,12.8,0.82,8,Med
Apr,28,Kodambakkam,32.95,4.28,56.8,2.1,9.4,0.79,8,High
Apr,29,Korattur,42.46,9.28,62.5,3.0,16.0,0.43,19,High
Apr,29,Velachery,25.98,3.97,49.7,2.0,9.3,0.95,6,Med
Apr,29,Adyar,19.97,1.24,44.9,1.0,4.1,2.6,3,Low
Apr,29,Ambattur,50.19,9.55,59.5,4.8,23.2,0.16,33,High
Apr,29,Nungambakkam,23.2,1.72,48.3,1.1,5.8,1.55,4,Low
Apr,29,Perambur,37.38,5.43,56.6,3.3,15.2,0.57,14,Med
Apr,29,Mylapore,25.23,3.07,54.4,1.2,6.7,1.5,5,Low
Apr,29,Sholinganallur,31.85,4.03,55.6,1.9,10.7,0.82,9,Med
Apr,29,Tondiarpet,50.33,7.93,62.6,3.2,17.5,0.34,24,High
Apr,29,Anna Nagar,17.53,1.91,48.9,0.8,5.2,1.91,3,Low
Apr,29,Chromepet,31.71,4.33,52.9,2.2,12.1,0.86,10,Med
Apr,29,Kodambakkam,33.93,3.48,54.8,1.8,9.1,0.93,6,Med
Apr,30,Korattur,47.81,7.45,59.3,3.0,17.8,0.38,22,High
Apr,30,Velachery,26.13,4.15,55.2,1.7,8.4,1.16,6,Med
Apr,30,Adyar,16.45,1.39,48.5,0.7,4.2,1.83,2,Low
Apr,30,Ambattur,47.59,10.5,59.8,4.9,21.9,0.21,26,High
Apr,30,Nungambakkam,18.29,1.98,47.6,1.2,6.1,2.06,4,Low
Apr,30,Perambur,37.07,5.59,54.1,3.1,15.8,0.6,15,Low
Apr,30,Mylapore,25.62,3.23,50.3,1.2,6.9,1.57,4,Low
Apr,30,Sholinganallur,29.86,4.16,58.0,1.8,9.9,0.96,8,Med
Apr,30,Tondiarpet,47.25,8.06,56.8,3.4,18.2,0.24,22,High
Apr,30,Anna Nagar,20.93,1.6,47.8,0.9,4.4,2.26,2,Low
Apr,30,Chromepet,37.13,4.71,58.4,2.8,12.5,0.9,9,Med
Apr,30,Kodambakkam,29.72,3.65,54.9,2.1,9.2,1.07,6,Med
May,1,Korattur,43.45,7.5,57.8,2.4,17.2,0.44,20,High
May,1,Velachery,27.03,2.92,51.3,1.9,9.1,1.04,5,Med
May,1,Adyar,18.3,1.36,49.1,0.9,3.8,2.45,3,Low
May,1,Ambattur,58.87,10.86,65.6,4.7,24.0,0.18,26,High
May,1,Nungambakkam,23.29,2.17,48.6,0.9,5.9,1.69,3,Low
May,1,Perambur,42.69,6.3,51.8,2.8,12.8,0.64,11,Med
May,1,Mylapore,23.23,2.52,47.2,1.4,6.4,1.59,5,Low
May,1,Sholinganallur,32.05,4.05,56.4,2.4,9.7,0.95,7,Med
May,1,Tondiarpet,40.75,9.36,62.1,4.0,19.1,0.34,22,High
May,1,Anna Nagar,17.46,1.53,45.1,0.9,4.5,2.34,2,Low
May,1,Chromepet,30.48,5.65,53.6,2.7,12.0,0.74,11,Med
May,1,Kodambakkam,28.39,3.73,51.4,1.7,9.3,1.07,6,Med
May,2,Korattur,50.19,8.42,54.4,3.2,15.8,0.38,20,High
May,2,Velachery,26.04,3.12,55.3,1.9,8.3,0.94,4,Med
May,2,Adyar,14.57,1.48,44.9,1.0,3.7,2.57,3,Low
May,2,Ambattur,57.7,9.7,65.7,3.6,23.4,0.18,28,Med
May,2,Nungambakkam,19.49,2.1,46.2,1.0,5.4,1.85,3,Low
May,2,Perambur,41.23,7.07,52.1,3.1,15.3,0.61,12,Med
May,2,Mylapore,21.31,2.43,52.9,1.6,7.0,1.82,4,Low
May,2,Sholinganallur,27.68,3.76,53.2,1.9,10.7,0.99,7,Med
May,2,Tondiarpet,51.54,8.48,62.6,2.9,20.4,0.33,19,High
May,2,Anna Nagar,19.56,1.73,44.0,0.8,5.1,1.67,3,Low
May,2,Chromepet,33.95,5.8,57.2,2.4,11.4,0.79,10,Med
May,2,Kodambakkam,29.18,4.35,49.1,2.0,9.2,0.99,8,Med
May,3,Korattur,47.98,8.78,55.1,2.6,15.8,0.45,17,High
May,3,Velachery,24.2,3.39,54.5,1.4,8.1,0.91,6,Med
May,3,Adyar,19.53,1.41,45.8,0.9,4.1,2.41,2,Low
May,3,Ambattur,54.78,10.75,65.0,3.5,24.6,0.18,23,High
May,3,Nungambakkam,18.91,1.74,44.0,1.3,5.3,1.68,3,Low
May,3,Perambur,37.13,6.76,58.9,2.8,14.1,0.5,13,Med
May,3,Mylapore,21.03,2.54,51.5,1.6,6.4,1.87,4,Low
May,3,Sholinganallur,31.23,4.35,54.6,2.2,10.1,0.86,7,Med
May,3,Tondiarpet,49.53,10.53,55.4,3.2,18.8,0.24,24,High
May,3,Anna Nagar,21.13,1.59,46.1,1.1,4.3,2.29,2,Low
May,3,Chromepet,38.73,5.83,51.5,2.7,11.7,0.61,11,Med
May,3,Kodambakkam,30.34,3.32,55.3,1.9,10.1,0.9,6,High
May,4,Korattur,42.97,6.67,54.9,3.1,17.5,0.43,21,High
May,4,Velachery,31.2,3.65,54.2,1.6,9.3,1.23,5,Med
May,4,Adyar,19.52,1.52,45.4,0.7,4.1,1.75,2,Low
May,4,Ambattur,49.3,12.04,61.9,5.1,20.8,0.18,24,High
May,4,Nungambakkam,22.56,2.22,50.9,1.0,6.0,1.91,3,Low
May,4,Perambur,42.86,5.46,60.2,2.5,15.4,0.48,14,High
May,4,Mylapore,21.65,2.4,47.6,1.2,6.8,1.63,4,Low
May,4,Sholinganallur,32.28,3.86,52.7,2.4,10.5,0.89,7,Med
May,4,Tondiarpet,51.12,9.74,62.4,4.3,17.3,0.32,21,High
May,4,Anna Nagar,18.58,1.51,48.1,1.1,4.7,1.83,2,Low
May,4,Chromepet,36.58,5.76,57.3,2.1,13.2,0.76,11,Med
May,4,Kodambakkam,25.53,3.26,54.5,2.2,9.9,1.1,7,Med
May,5,Korattur,46.89,7.09,56.6,2.4,17.8,0.38,20,High
May,5,Velachery,27.0,3.22,55.4,1.9,8.5,1.09,5,Med
May,5,Adyar,19.0,1.41,42.3,0.7,4.1,2.31,2,Low
May,5,Ambattur,59.57,9.47,61.6,4.6,23.3,0.21,30,High
May,5,Nungambakkam,21.82,1.95,47.2,1.3,5.2,1.73,4,Low
May,5,Perambur,38.15,7.41,53.5,2.4,14.6,0.53,12,Med
May,5,Mylapore,20.39,2.71,52.5,1.2,6.9,1.52,5,Low
May,5,Sholinganallur,34.02,4.0,54.9,2.2,11.0,0.74,8,Med
May,5,Tondiarpet,49.61,9.81,61.3,4.0,17.8,0.28,20,High
May,5,Anna Nagar,19.22,1.9,50.0,0.9,4.6,2.33,2,Low
May,5,Chromepet,35.45,5.19,56.4,2.1,13.2,0.76,9,Med
May,5,Kodambakkam,28.23,3.33,49.5,1.5,8.9,0.88,7,Med
May,6,Korattur,41.92,7.96,55.0,3.1,15.7,0.32,21,High
May,6,Velachery,28.9,3.96,48.4,1.6,8.3,0.89,5,Med
May,6,Adyar,18.31,1.51,47.8,0.9,4.2,2.03,2,Low
May,6,Ambattur,48.27,9.15,65.6,3.5,21.5,0.2,25,High
May,6,Nungambakkam,20.53,2.22,44.8,1.1,6.2,2.06,3,Low
May,6,Perambur,39.61,7.62,53.3,2.4,14.3,0.55,13,Med
May,6,Mylapore,22.95,2.52,51.8,1.3,7.0,1.57,4,Med
May,6,Sholinganallur,28.85,4.34,49.6,2.2,10.1,0.97,9,Med
May,6,Tondiarpet,48.63,7.71,62.8,4.3,19.8,0.29,20,High
May,6,Anna Nagar,17.45,1.62,48.1,1.1,5.1,1.77,2,Low
May,6,Chromepet,33.79,4.83,54.9,2.0,13.6,0.61,10,Med
May,6,Kodambakkam,32.95,3.77,54.0,1.6,9.2,1.12,6,Med
May,7,Korattur,49.96,6.47,58.9,2.9,18.0,0.32,19,High
May,7,Velachery,25.98,3.76,49.7,1.5,9.1,1.05,5,Med
May,7,Adyar,19.56,1.37,48.2,1.0,3.5,2.41,2,Low
May,7,Ambattur,45.53,8.81,60.0,3.7,21.4,0.23,31,Med
May,7,Nungambakkam,23.01,1.66,50.8,1.2,5.5,1.51,3,Low
May,7,Perambur,41.12,7.17,55.0,2.7,15.2,0.5,12,Med
May,7,Mylapore,23.25,2.51,46.2,1.2,6.2,1.52,5,Low
May,7,Sholinganallur,30.9,3.65,51.1,2.4,9.5,0.87,9,Med
May,7,Tondiarpet,40.4,10.6,54.3,3.4,18.3,0.32,24,High
May,7,Anna Nagar,16.55,1.51,47.6,0.9,4.8,2.37,2,Low
May,7,Chromepet,30.66,4.72,51.4,2.3,13.2,0.84,10,Med
May,7,Kodambakkam,28.97,3.97,55.9,2.2,10.1,0.81,8,High
May,8,Korattur,42.63,6.89,58.1,3.4,17.1,0.4,23,High
May,8,Velachery,31.17,4.06,51.7,1.6,8.5,0.88,5,Med
May,8,Adyar,16.41,1.21,47.9,0.8,3.7,2.06,3,Med
May,8,Ambattur,57.12,11.99,62.8,4.8,21.0,0.19,30,High
May,8,Nungambakkam,21.07,2.05,47.7,1.1,5.8,1.59,3,Low
May,8,Perambur,35.42,7.49,55.4,2.7,13.1,0.46,11,Med
May,8,Mylapore,24.53,2.56,53.3,1.5,7.0,1.74,4,Low
May,8,Sholinganallur,35.55,3.98,53.9,2.4,10.5,0.9,9,Med
May,8,Tondiarpet,41.05,8.38,56.0,4.3,17.3,0.32,26,High
May,8,Anna Nagar,19.14,1.51,45.6,1.0,5.1,1.67,3,Low
May,8,Chromepet,36.38,4.18,51.6,2.1,12.7,0.61,12,Med
May,8,Kodambakkam,31.12,4.38,48.1,1.7,10.1,1.08,8,High
May,9,Korattur,42.93,8.74,53.7,2.5,16.2,0.41,22,High
May,9,Velachery,28.13,3.98,52.3,1.5,9.2,1.14,5,Med
May,9,Adyar,16.67,1.29,44.0,1.0,4.0,2.17,2,Low
May,9,Ambattur,50.61,11.19,60.3,4.5,21.5,0.2,24,High
May,9,Nungambakkam,20.83,1.77,46.2,1.3,5.4,1.94,4,Low
May,9,Perambur,39.37,5.96,56.7,2.3,13.2,0.64,15,Low
May,9,Mylapore,21.62,2.77,45.7,1.3,6.1,1.32,4,Low
May,9,Sholinganallur,33.17,3.61,52.6,2.0,10.9,0.84,9,Med
May,9,Tondiarpet,47.55,10.57,61.4,3.9,17.3,0.23,20,High
May,9,Anna Nagar,17.58,1.51,46.3,1.1,4.3,1.9,3,Low
May,9,Chromepet,31.38,5.17,52.7,2.6,11.2,0.74,11,Med
May,9,Kodambakkam,27.58,3.34,52.6,1.8,8.8,0.78,7,Med
May,10,Korattur,47.6,8.42,56.3,2.4,18.5,0.41,16,High
May,10,Velachery,23.9,3.37,51.9,1.9,9.0,0.85,5,Med
May,10,Adyar,18.76,1.32,46.1,0.8,3.9,2.09,3,Low
May,10,Ambattur,52.1,9.51,65.5,4.5,22.7,0.22,28,High
May,10,Nungambakkam,19.17,1.84,49.3,1.4,5.6,1.63,3,Low
May,10,Perambur,38.15,5.99,52.0,2.7,15.3,0.65,15,Med
May,10,Mylapore,24.65,2.47,48.7,1.5,6.6,1.58,5,Low
May,10,Sholinganallur,29.82,4.53,50.1,2.1,9.9,0.93,8,Low
May,10,Tondiarpet,53.21,9.18,61.4,3.5,19.6,0.25,20,High
May,10,Anna Nagar,19.87,1.59,49.0,1.1,4.9,1.64,2,Low
May,10,Chromepet,30.68,4.73,54.3,2.1,12.2,0.82,10,Med
May,10,Kodambakkam,27.45,4.14,52.8,1.6,9.3,1.06,6,Med
May,11,Korattur,44.23,8.82,54.5,3.5,16.5,0.45,20,High
May,11,Velachery,30.66,3.74,53.7,1.4,7.7,1.2,4,Med
May,11,Adyar,16.14,1.52,43.4,0.7,3.6,2.48,2,Low
May,11,Ambattur,53.56,11.68,60.6,4.6,21.8,0.16,29,High
May,11,Nungambakkam,18.72,1.93,47.8,1.2,5.3,1.84,3,Med
May,11,Perambur,41.17,7.4,60.3,2.9,13.2,0.56,14,Med
May,11,Mylapore,22.9,2.64,46.8,1.1,6.9,1.82,5,Low
May,11,Sholinganallur,28.36,4.88,57.2,2.5,10.6,0.99,10,Med
May,11,Tondiarpet,41.36,7.84,57.0,3.5,17.7,0.34,26,High
May,11,Anna Nagar,21.63,1.6,48.1,1.1,4.3,2.08,3,Low
May,11,Chromepet,38.21,4.79,51.3,2.7,11.6,0.69,10,Med
May,11,Kodambakkam,29.36,4.36,48.5,1.7,9.1,0.93,7,Med
May,12,Korattur,48.0,8.52,57.6,2.5,17.3,0.32,23,High
May,12,Velachery,29.49,2.91,50.3,2.0,8.3,0.85,6,Med
May,12,Adyar,16.26,1.48,48.2,0.9,3.7,2.05,3,Low
May,12,Ambattur,53.07,10.41,58.5,5.0,24.7,0.16,30,High
May,12,Nungambakkam,20.96,1.72,49.9,1.3,5.2,1.5,3,Low
May,12,Perambur,42.47,7.11,59.3,2.2,12.9,0.64,15,Med
May,12,Mylapore,21.3,2.88,52.3,1.3,7.2,1.8,4,Low
May,12,Sholinganallur,33.27,3.81,55.3,1.7,9.6,1.01,7,Med
May,12,Tondiarpet,43.7,7.56,54.9,3.4,19.1,0.28,21,Med
May,12,Anna Nagar,19.6,1.52,45.0,1.0,5.1,1.64,2,Low
May,12,Chromepet,30.87,4.4,51.1,2.4,13.5,0.82,11,Med
May,12,Kodambakkam,26.69,3.56,56.4,1.6,9.8,0.99,7,Med
May,13,Korattur,41.78,7.58,61.0,3.2,17.2,0.4,23,High
May,13,Velachery,29.65,2.96,47.7,1.6,8.9,1.1,6,Med
May,13,Adyar,18.46,1.43,42.0,0.9,3.5,2.26,3,Low
May,13,Ambattur,55.09,11.12,56.6,3.9,24.4,0.19,30,High
May,13,Nungambakkam,20.9,2.18,46.1,1.4,5.3,1.87,3,Low
May,13,Perambur,38.54,6.37,59.9,3.1,15.6,0.56,15,Med
May,13,Mylapore,21.2,3.0,48.8,1.1,6.2,1.5,5,Low
May,13,Sholinganallur,30.4,3.53,55.7,2.2,9.8,0.89,7,Med
May,13,Tondiarpet,45.95,7.89,57.4,2.9,18.6,0.26,27,High
May,13,Anna Nagar,17.45,1.7,48.2,0.9,5.2,1.72,3,Low
May,13,Chromepet,38.93,4.17,52.6,2.4,11.8,0.68,12,Med
May,13,Kodambakkam,28.71,3.13,50.6,1.6,9.8,1.02,7,Med
May,14,Korattur,39.69,7.18,60.0,3.3,18.4,0.36,23,High
May,14,Velachery,27.11,3.41,48.9,1.6,8.1,1.2,5,Med
May,14,Adyar,19.52,1.47,46.0,0.9,3.7,1.92,2,Low
May,14,Ambattur,54.33,12.22,58.2,4.4,21.6,0.21,28,High
May,14,Nungambakkam,17.89,2.0,44.4,1.2,5.8,1.5,3,Low
May,14,Perambur,43.52,7.53,54.0,2.7,15.0,0.64,12,Med
May,14,Mylapore,26.23,2.32,47.4,1.4,6.4,1.82,4,Low
May,14,Sholinganallur,29.21,4.0,57.3,2.2,10.5,0.97,9,High
May,14,Tondiarpet,44.59,7.6,62.5,3.6,19.0,0.26,22,High
May,14,Anna Nagar,21.01,1.59,44.4,0.9,4.3,2.11,2,Low
May,14,Chromepet,37.03,5.82,53.7,2.3,11.5,0.74,9,Low
May,14,Kodambakkam,27.47,4.08,51.9,1.6,8.8,1.12,6,Med
May,15,Korattur,45.35,7.42,56.2,3.2,17.3,0.4,21,High
May,15,Velachery,26.12,3.94,47.5,1.6,8.7,1.07,6,Med
May,15,Adyar,18.21,1.15,42.4,0.7,3.5,2.2,3,Low
May,15,Ambattur,56.24,12.23,59.2,4.1,23.9,0.19,28,High
May,15,Nungambakkam,21.79,1.92,44.9,1.3,6.1,1.77,3,Low
May,15,Perambur,36.15,5.85,57.4,2.8,13.0,0.65,11,Med
May,15,Mylapore,21.75,2.49,46.6,1.5,6.7,1.5,5,Low
May,15,Sholinganallur,26.83,4.68,53.1,2.2,10.9,0.87,7,Med
May,15,Tondiarpet,43.35,9.29,54.3,3.9,19.3,0.27,27,High
May,15,Anna Nagar,17.36,1.73,49.6,1.0,4.5,2.04,2,Low
May,15,Chromepet,31.14,5.13,52.7,2.2,11.8,0.64,9,Med
May,15,Kodambakkam,30.36,4.01,52.4,1.8,8.9,0.78,8,Med
May,16,Korattur,49.66,6.95,58.6,3.2,18.2,0.41,22,High
May,16,Velachery,26.4,2.95,52.3,1.8,9.2,0.94,5,Med
May,16,Adyar,15.65,1.18,44.4,0.8,4.0,2.38,2,Low
May,16,Ambattur,56.23,12.03,60.6,4.4,24.1,0.2,32,High
May,16,Nungambakkam,18.44,1.64,43.9,0.9,5.1,1.64,3,Low
May,16,Perambur,41.62,7.53,52.4,2.6,14.7,0.68,14,Med
May,16,Mylapore,22.18,2.91,47.8,1.1,6.1,1.38,4,Med
May,16,Sholinganallur,35.9,4.91,50.0,2.2,11.4,0.96,9,High
May,16,Tondiarpet,40.58,7.68,56.4,4.1,19.3,0.29,21,High
May,16,Anna Nagar,18.88,1.85,44.0,0.8,4.9,1.62,2,Low
May,16,Chromepet,33.3,5.78,54.8,1.9,11.3,0.84,9,Med
May,16,Kodambakkam,29.27,4.21,48.3,1.7,10.2,0.85,7,Med
May,17,Korattur,46.66,8.84,61.1,2.9,18.6,0.38,18,High
May,17,Velachery,23.81,3.34,52.1,1.7,8.5,0.9,6,Med
May,17,Adyar,17.36,1.16,47.3,0.8,3.5,2.1,2,Low
May,17,Ambattur,49.0,11.63,63.2,4.3,23.0,0.18,27,High
May,17,Nungambakkam,23.31,1.87,46.4,1.1,6.0,2.07,3,Low
May,17,Perambur,39.02,7.3,57.2,2.9,14.4,0.65,11,Med
May,17,Mylapore,21.18,3.07,47.1,1.4,6.1,1.56,4,Low
May,17,Sholinganallur,27.04,3.67,49.0,2.5,10.8,0.74,7,Med
May,17,Tondiarpet,45.15,7.78,61.1,4.0,19.2,0.27,25,High
May,17,Anna Nagar,19.44,1.86,48.0,1.1,4.5,2.11,2,Low
May,17,Chromepet,36.8,5.32,57.6,2.8,13.1,0.76,12,Med
May,17,Kodambakkam,27.74,4.15,50.6,1.7,9.8,1.12,6,Med
May,18,Korattur,41.91,6.97,61.0,3.2,15.6,0.37,17,Med
May,18,Velachery,28.89,2.9,52.1,1.6,8.3,0.96,5,Med
May,18,Adyar,17.79,1.37,46.9,1.0,3.8,2.06,2,Low
May,18,Ambattur,56.92,11.4,63.4,4.1,23.2,0.22,33,High
May,18,Nungambakkam,24.0,1.91,51.0,1.3,5.2,1.63,3,Low
May,18,Perambur,42.81,6.77,52.4,2.6,13.8,0.59,13,Med
May,18,Mylapore,24.12,2.96,49.0,1.4,6.1,1.73,4,Low
May,18,Sholinganallur,26.91,4.28,49.5,1.8,10.0,0.88,9,Med
May,18,Tondiarpet,50.7,8.22,55.3,3.6,17.8,0.28,26,High
May,18,Anna Nagar,19.58,1.66,47.9,1.1,4.3,1.98,2,Low
May,18,Chromepet,36.71,5.21,51.4,2.3,11.9,0.68,11,Med
May,18,Kodambakkam,29.39,4.09,54.8,2.2,8.8,0.82,6,High
May,19,Korattur,43.82,7.42,59.8,2.4,17.2,0.41,20,High
May,19,Velachery,27.33,3.24,51.8,1.7,7.8,0.95,6,Med
May,19,Adyar,16.59,1.53,48.6,1.0,3.5,1.89,2,Low
May,19,Ambattur,51.41,12.32,59.6,3.9,20.8,0.21,25,High
May,19,Nungambakkam,21.27,1.8,44.8,1.0,5.9,1.45,3,Low
May,19,Perambur,34.43,6.85,56.8,2.2,15.3,0.49,15,Med
May,19,Mylapore,25.9,2.45,49.2,1.3,6.1,1.54,4,Low
May,19,Sholinganallur,34.21,3.73,50.0,2.1,11.2,0.71,8,High
May,19,Tondiarpet,43.9,9.85,62.1,3.4,18.0,0.26,19,High
May,19,Anna Nagar,21.11,1.88,43.0,1.0,5.2,1.91,2,Low
May,19,Chromepet,36.75,4.28,55.1,2.6,13.3,0.8,11,Med
May,19,Kodambakkam,30.32,3.51,54.5,1.9,8.6,0.79,6,Med
May,20,Korattur,39.9,8.19,56.7,2.8,17.0,0.43,22,High
May,20,Velachery,27.84,3.3,49.7,2.0,8.6,1.0,6,Med
May,20,Adyar,18.1,1.53,46.4,0.9,3.9,2.16,2,Low
May,20,Ambattur,49.78,10.51,62.1,3.9,21.7,0.17,26,High
May,20,Nungambakkam,19.73,2.29,50.6,1.2,5.5,1.67,4,Low
May,20,Perambur,37.92,5.91,55.4,2.9,15.0,0.66,11,Med
May,20,Mylapore,22.29,2.94,48.3,1.4,6.4,1.81,4,Low
May,20,Sholinganallur,33.46,4.85,54.4,1.8,11.1,0.97,7,Med
May,20,Tondiarpet,47.46,8.2,58.8,3.3,19.3,0.29,20,High
May,20,Anna Nagar,17.59,2.0,48.9,1.1,4.3,1.75,3,Med
May,20,Chromepet,33.74,5.81,54.9,2.2,12.5,0.67,8,Med
May,20,Kodambakkam,33.71,3.93,52.0,1.8,8.8,0.83,7,Med
May,21,Korattur,38.68,8.76,55.9,3.0,16.3,0.42,23,High
May,21,Velachery,25.11,4.01,51.9,1.4,8.3,1.1,5,Med
May,21,Adyar,15.72,1.39,46.1,0.8,3.8,2.48,2,Low
May,21,Ambattur,49.38,9.4,63.8,4.8,21.4,0.2,33,High
May,21,Nungambakkam,22.41,2.34,45.8,1.1,5.2,2.05,3,Low
May,21,Perambur,35.04,5.7,53.5,2.3,13.5,0.53,13,Med
May,21,Mylapore,22.94,2.47,46.2,1.1,6.9,1.58,5,Low
May,21,Sholinganallur,32.43,4.09,53.5,1.9,11.2,0.85,9,Med
May,21,Tondiarpet,44.96,9.02,60.0,4.1,19.4,0.27,25,High
May,21,Anna Nagar,20.13,1.63,48.7,0.8,4.6,1.92,2,Low
May,21,Chromepet,31.44,5.12,53.9,1.9,13.4,0.68,11,Med
May,21,Kodambakkam,32.1,3.65,51.0,1.8,9.5,1.04,8,Med
May,22,Korattur,41.37,7.03,56.7,3.5,17.0,0.33,22,High
May,22,Velachery,28.37,3.91,54.1,2.0,8.3,1.15,4,Med
